"";"IDU";"PMID";"study.name";"author_name";"type_Obsv_0_trial_1";"mono0_multi1";"published";"number_follow_up";"d_adm_dis";"rehosp_30_all.cause_all";"death_30_all";"rehosp_365";"death_365";"number_ttt";"all_gender_male";"TIME";"EF_all";"HF_all_n";"all_HT_n";"all_DM_n";"all_CAD.IHD_n";"all_COPD_n";"all_Afib_n";"all_ACE_ARB_adm_n";"all_ACE_ARB_adm_rate";"A_all_diuretic_n";"A_all_diuretic_rate";"A_all_digoxin_n";"A_all_digoxin_rate";"A_all_B_n";"A_all_B_rate";"SBP_all";"AGE_all";"HR_all";"all_gender_male_rate";"country1";"country2";"country3";"country4";"country5";"country6";"country7";"country8";"country9";"country10";"country11";"country12";"country13";"country14";"country15";"country16";"country17";"country18";"country19";"country20";"country21";"country22";"country23";"country24";"country25";"country26";"country27";"country28";"country29";"country30";"country31";"continent";"multicontinent"
"239";"9892327_Senni_(b)";9892327;"Congestive heart failure in the community: trends in incidence and survival in a 11-year period,";"Senni_(b)";0;1;1999;141;"1";NA;NA;NA;32;147;86;1991;NA;NA;79,38;17,64;76,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,4;NA;0,585034013605442;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"240";"10084060_Harjai";10084060;"The independent effects of left ventricular ejection fraction on short-term outcomes and resource utilization following hospitalization for heart failure,";"Harjai";0;0;1999;443;"0";29,3;4;NA;NA;443;243;1994;NA;NA;246,79;NA;183,93;81,03;154,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;70,4808126410835;NA;0,548532731376975;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"241";"10446664_Ashton_(a)";10446664;"Rates of health services utilization and survival in patients with heart failure in the Department of Veterans Affairs medical care system,";"Ashton_(a)";0;1;1999;22494;NA;NA;NA;NA;5241;NA;NA;1992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"242";"10446664_Ashton_(b)";10446664;"Rates of health services utilization and survival in patients with heart failure in the Department of Veterans Affairs medical care system,";"Ashton_(b)";0;1;1999;26220;NA;NA;NA;NA;5480;NA;NA;1993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"243";"10446664_Ashton_(c)";10446664;"Rates of health services utilization and survival in patients with heart failure in the Department of Veterans Affairs medical care system,";"Ashton_(c)";0;1;1999;28783;NA;NA;NA;NA;5728;NA;NA;1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"244";"10446664_Ashton_(d)";10446664;"Rates of health services utilization and survival in patients with heart failure in the Department of Veterans Affairs medical care system,";"Ashton_(d)";0;1;1999;30333;NA;NA;NA;NA;5672;NA;NA;1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"245";"10446664_Ashton_(e)";10446664;"Rates of health services utilization and survival in patients with heart failure in the Department of Veterans Affairs medical care system,";"Ashton_(e)";0;1;1999;31429;NA;NA;NA;NA;5689;31429;30989;1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;NA;0,986000190906488;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"246";"10486417_Torp_Pedersen";10486417;"Dofetilide in patients with congestive heart failure and left ventricular dysfunction, Danish Investigations of Arrhythmia and Mortality on Dofetilide Study Group,";"Torp_Pedersen";1;1;1999;1518;"0";NA;NA;NA;428;1518;1114;1994;NA;NA;227,7;296,04;1017,06;NA;394,62;574,56;0,378498023715415;NA;NA;NA;NA;151,74;0,0999604743083004;NA;70;NA;0,733860342555995;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"247";"10632305_Gambassi";10632305;"Effects of angiotensin-converting enzyme inhibitors and digoxin on health outcomes of very old patients with heart failure, SAGE Study Group, Systematic Assessment of Geriatric drug use via Epidemiology,";"Gambassi";0;1;2000;19801;NA;NA;NA;8460;6349;19801;5099;1994;NA;NA;6871,82;NA;7625,74;NA;NA;4970,05;0,2509999494975;9404,69;0,474960355537599;15108,16;0,7629998484925;841,15;0,0424801777687996;NA;85,0279733346801;NA;0,257512246856219;"Canada";"France";"Germany";"Switzerland";"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";"Yes"
"248";"23224919_Camara";23224919;"Role of biological and non biological factors in congestive heart failure mortality: PREDICE-SCORE: a clinical prediction rule,";"Camara";0;1;2012;600;"1";NA;NA;NA;98;600;295;2004;NA;NA;NA;NA;97,98;NA;177;328,02;0,5467;439,02;0,7317;151,98;0,2533;187,98;0,3133;143,08;73,5699999999999;NA;0,491666666666667;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"249";"14975476_Horwich";14975476;"Statin Therapy Is Associated With Improved
Survival in Ischemic and Non-Ischemic Heart Failure";"Horwich";0;0;2004;550;NA;NA;NA;NA;113;551;419;2001;25;NA;297,54;132,24;247,95;NA;NA;490,39;0,89;468,35;0,85;NA;NA;407,74;0,74;NA;52;NA;0,76043557168784;"Israel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"250";"16186261_Eurich";16186261;"Improved Clinical Outcomes Associated
With Metformin in Patients With Diabetes
and Heart Failure";"Eurich";0;1;2005;1833;NA;NA;NA;943;326;1833;1046;1994;NA;1833;NA;1833;282,68;NA;NA;1274,46;0,695286415711948;1443,41;0,787457719585379;NA;NA;710,89;0,387828696126568;NA;72,3079105291871;NA;0,570649208947081;"Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"251";"16828634_Kosiborod_(a)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(a)";0;1;2006;483560;"1";49323;53192;NA;157157;483560;206480;1992;NA;74951,8;128626,96;126692,72;NA;129110,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,3;NA;0,426999751840516;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"252";"16828634_Kosiborod_(b)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(b)";0;1;2006;509549;"1";59108;55541;NA;172737;509549;215539;1993;NA;162546,13;153374,25;149807,41;NA;157960,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,3;NA;0,422999554508006;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"253";"16828634_Kosiborod_(c)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(c)";0;1;2006;509245;"1";62128;53980;NA;161431;509245;212864;1994;NA;168050,85;177217,26;159902,93;NA;163976,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,4;NA;0,417999194886548;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"254";"16828634_Kosiborod_(d)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(d)";0;1;2006;510529;"1";64327;53606;NA;160817;510529;211359;1995;NA;172048,27;192979,96;167964,04;NA;170006,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,5;NA;0,413999988247484;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"255";"16828634_Kosiborod_(e)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(e)";0;1;2006;505661;"1";64725;52083;NA;158778;505661;209344;1996;NA;173947,38;200747,42;170913,42;NA;172936,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,5999999999999;NA;0,414000684252889;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"256";"16828634_Kosiborod_(f)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(f)";0;1;2006;507986;"1";67562;51815;NA;161032;507986;209798;1997;NA;178303,09;209798,22;176271,14;NA;177795,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,7;NA;0,412999570854315;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"257";"16828634_Kosiborod_(g)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(g)";0;1;2006;436257;"1";59331;44498;NA;138730;436257;179302;1998;NA;157925,03;184972,97;156616,26;NA;155743,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,8;NA;0,411000855000607;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"258";"16828634_Kosiborod_(h)";16828634;"National Trends in Outcomes Among Elderly Patients with
Heart Failure";"Kosiborod_(h)";0;1;2006;494733;"1";68273;50957;NA;156830;494733;53926;1999;NA;181072,28;219661,45;181567,01;NA;180082,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79,9;NA;0,109000208193106;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"259";"15470646_Shahar";15470646;"Hospitalized Heart Failure: Rates and Long-Term Mortality";"Shahar";0;1;2004;2887;"0";NA;NA;NA;969;2887;1472;1995;NA;1834,67;1874,84;981,58;1505,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,509871839279529;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"260";"17491211_Garty";17491211;"The Management, Early and One Year Outcome in Hospitalized Patients with Heart Failure: A National Heart Failure Survey in Israel – HFSIS 2003*";"Garty";0;1;2007;4102;"adm";NA;312;NA;1153;4102;2338;2004;NA;NA;3088,81;2051;3371,84;803,99;1361,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;NA;0,569965870307167;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"261";"17482692_Miller";17482692;"Lack of association between worsening renal function and mortality in heart failure patients treated with nesiritide";"Miller";0;0;2008;167;NA;NA;NA;NA;70;167;108;2003;30;NA;98,53;81,83;103,54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112;71;79;0,646706586826347;"Australia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oceania";NA
"262";"22819429_Wang";22819429;"Predicting risk of hospitalization or death among patients with heart failure in the veterans health administration";"Wang";0;1;2012;198640;"adm";8394;1762;46919;14124;198460;194689;2008;NA;NA;160752,6;98634,62;121457,52;61324,14;57751,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,980998689912325;"Ghana";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Africa";NA
"263";"24093516_Nakano_(a)";24093516;"Trends in quality of care among patients with incident heart failure in Denmark 2003 2010: a nationwide cohort study";"Nakano_(a)";0;1;2013;1624;NA;NA;NA;NA;333;1624;NA;2003;NA;NA;NA;NA;NA;NA;NA;1494,08;0,92;NA;NA;NA;NA;1179,02;0,725997536945813;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"264";"24093516_Nakano_(b)";24093516;"Trends in quality of care among patients with incident heart failure in Denmark 2003 2010: a nationwide cohort study";"Nakano_(b)";0;1;2013;3809;NA;NA;NA;NA;488;3809;NA;2006;NA;NA;NA;NA;NA;NA;NA;3549,99;0,932000525072197;NA;NA;NA;NA;3363,35;0,883000787608296;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"265";"22395196_Fu";22395196;"Efficacy and safety of a modified dosage regimen of nesiritide in patients older than 75 years with acute heart failure";"Fu";1;0;2012;140;"0";NA;15;NA;NA;140;128;2010;NA;NA;NA;NA;133;NA;NA;77;0,55;129,99;0,9285;NA;NA;105;0,75;NA;87;NA;0,914285714285714;"Portugal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"266";"22371525_Lynga";22371525;"Weight monitoring in patients with severe heart failure (WISH), A randomized controlled trial";"Lynga";1;1;2012;319;NA;NA;NA;163;13;319;239;2007;NA;241,04;NA;84,07;149,93;NA;169,98;212,03;0,664670846394984;NA;NA;69,08;0,216551724137931;295,04;0,924890282131661;NA;73,6040752351097;NA;0,749216300940439;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"267";"22343264_Singh";22343264;"Comparison of Renal Predictors for In-Hospital and PostDischarge Mortality after Hospitalized Heart Failure";"Singh";0;1;2012;6132;"1";NA;NA;NA;1652;6132;3034;2004;38,2999999999999;NA;2888,17;1741,49;1508,47;NA;1232,53;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;NA;0,494781474233529;"Haiti";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"South_America";NA
"268";"22158777_Liu";22158777;"Albumin levels predict survival in patients with heart failure and preserved ejection fraction";"Liu";0;0;2012;576;NA;NA;NA;NA;134;576;209;2008;63,7;218,88;374,4;236,16;144;63,36;161,28;299,52;0,52;408,96;0,71;74,88;0,13;236,16;0,41;154;77;NA;0,362847222222222;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"269";"26010223_Avaldi";26010223;"HospitalReadmissionsofPatientswithHeart Failure:TheImpactofHospitalandPrimary CareOrganizationalFactorsinNorthernItaly";"Avaldi";0;1;2015;1873;"1";300;NA;1734;NA;1873;833;2010;NA;NA;479,49;196,66;NA;204,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444741057127603;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"270";"16735672_McAlister";16735672;"Aspirin Use and Outcomes in a Community-Based Cohort of 7352 Patients Discharged After First Hospitalization for Heart Failure";"McAlister";0;1;2006;7352;"1";NA;NA;4403;1943;7352;3666;2000;41;NA;3602,48;2573,2;NA;1249,84;2132,08;NA;NA;NA;NA;NA;NA;NA;NA;151;75;95;0,498639825897715;"Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"271";"24207066_Carrasco_Sanchez";24207066;"Predidctive value of serum galectin-3 levels in patients with acute heart failure with preserved ejection fraction";"Carrasco_Sanchez";0;1;2013;419;"0";NA;NA;NA;129;419;165;2010;NA;NA;352,8;204,05;NA;229,19;229,19;369,14;0,881002386634845;390,93;0,933007159904535;NA;NA;191,9;0,45799522673031;NA;76,2;NA;0,393794749403341;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"272";"26096722_Lai";26096722;"Comparison of management and outcomes of ED patients with acute decompensated heart failure between the Canadian and United States’ settings";"Lai";0;1;2016;321;"0";61;24;NA;NA;321;171;2010;45,9532710280374;196,53;199,08;147,1;180,01;67,02;137,01;130,99;0,408068535825545;241,09;0,751059190031153;NA;NA;231,94;0,722554517133956;135,9;75,8971962616822;84,8;0,532710280373832;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"273";"23573279_Desmoulin";23573279;"Metabonomics Analysis of Plasma Reveals the Lactate to Cholesterol Ratio as an Independent Prognostic Factor of Short-Term Mortality in Acute Heart Failure";"Desmoulin";0;0;2013;126;"0";NA;28;NA;NA;126;77;2008;35;NA;73,08;47,88;65,52;NA;NA;40,32;0,32;114,66;0,91;NA;NA;41,58;0,33;NA;69;91;0,611111111111111;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"274";"25253620_Sugimoto";25253620;"Prognostic Value of Serum Parathyroid Hormone Level in  Acute Decompensated Heart Failure";"Sugimoto";0;0;2014;266;"1";NA;NA;NA;65;266;128;2010;49;106,4;202,16;85,12;NA;NA;NA;140,98;0,53;109,06;0,41;NA;NA;66,5;0,25;151;78;NA;0,481203007518797;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"275";"28719692_Dharmarajan_( a )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( a )";0;1;2017;449135;"1";105547;35482;NA;NA;449135;203009;2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,6;NA;0,451999955469959;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"276";"28719692_Dharmarajan_( b )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( b )";0;1;2017;450536;"1";105876;36493;NA;NA;450536;204093;2009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,7;NA;0,453000426159064;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"277";"28719692_Dharmarajan_( c )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( c )";0;1;2017;441674;"1";103352;37101;NA;NA;441674;201403;2010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,8;NA;0,455999221145007;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"278";"28719692_Dharmarajan_( d )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( d )";0;1;2017;425890;"1";97955;37052;NA;NA;425890;194632;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,9;NA;0,457000633966517;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"279";"28719692_Dharmarajan_( e )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( e )";0;1;2017;410057;"1";92263;36085;NA;NA;410057;189856;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,9;NA;0,462999046474027;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"280";"28719692_Dharmarajan_( f )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( f )";0;1;2017;400040;"1";86409;36404;NA;NA;400040;182818;2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,8;NA;0,456999300069993;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"281";"28719692_Dharmarajan_( g )";28719692;"Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge";"Dharmarajan_( g )";0;1;2017;385222;"1";82438;35440;NA;NA;385222;176432;2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,9;NA;0,458000841073459;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"282";"28755175_Bottle";28755175;"Regional variation in hospitalisation and mortality in heart failure: comparison of England and Lombardy using multistate modelling";"Bottle";0;1;2017;271904;"0";13821;NA;NA;102193;271904;134594;2010;NA;NA;130718,35;NA;NA;60402,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78,4726484347417;NA;0,495005590208309;"Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"283";"28183728_Suzuki";28183728;"Prognostic Role of Molecular Forms of B-Type Natriuretic Peptide in Acute Heart Failure";"Suzuki";0;0;2017;838;"0";NA;NA;NA;227;838;511;2008;NA;553,08;486,04;284,92;226,26;83,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;133;78;88;0,609785202863962;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"284";"27914696_La_Rovere";27914696;"Additional predictive value of nutritional status in the prognostic assessment of heart failure patients";"La_Rovere";0;0;2017;466;"1";NA;NA;NA;36;466;401;2009;33,7;NA;NA;125,82;NA;97,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;112,8;61,3;NA;0,860515021459227;"Germany";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"285";"27561195_MacDonald";27561195;"Comparison of Characteristics and Outcomes of Heart Failure Patients With Preserved Versus Reduced Ejection Fraction in a Multiethnic Southeast Asian Cohort.";"MacDonald";0;0;2016;1978;"0";NA;NA;1248;291;1978;1153;2011;NA;NA;1439,31;1036,33;1374,08;189,78;487,83;NA;NA;NA;NA;NA;NA;NA;NA;143,02780586451;68,9885237613751;91,6825075834176;0,582912032355915;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"286";"28221672_Bandle";28221672;"Can Braden Score Predict Outcomes for Hospitalized Heart Failure Patients?";"Bandle";0;0;2017;642;"1";104;28;NA;NA;642;381;2012;NA;NA;NA;234,97;NA;191,96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61,8;NA;0,593457943925234;"Israel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"287";"29148301_Geva";29148301;"Provider Connectedness to Other Providers Reduces Risk of Readmission After Hospitalization for Heart Failure";"Geva";0;1;2017;1347;"1";333;NA;NA;NA;1347;804;2010;NA;NA;1164,93;595,41;NA;268,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53,5449888641425;NA;0,596881959910913;"Israel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
