PMID;study.name;author_name;type_Obsv_0_trial_1;mono0_multi1;start;end;published;number_follow_up;number_1_follow_up;number_2_follow_up;number_3_follow_up;number_4_follow_up;number_5_follow_up;number_6_follow_up;d_adm_dis;rehosp_30_all.cause_all;rehosp_30_all.cause_all_.;rehosp_30_all.cause_1;rehosp_30_all.cause_1_.;rehosp_30_all.cause_2;rehosp_30_all.cause_2_.;rehosp_30_all.cause_3;rehosp_30_all.cause_3_.;rehosp_30_all.cause_4;rehosp_30_all.cause_4_.;rehosp_30_all.cause_5;rehosp_30_all.cause_5_.;death_30_all;death_30_all_.;death_30_1;death_30_1_.;death_30_2;death_30_2_.;death_30_3;death_30_3_.;death_30_4;death_30_4_.;death_30_5;death_30_5_.;death_30_6;death_30_6_.;rehosp_365;rehosp_365_.;rehosp_365_1;rehosp_365_1_.;rehosp_365_2;rehosp_365_2_.;rehosp_365_3;rehosp_365_3_.;rehosp_365_4;rehosp_365_4_.;death_365;death_365_.;death_365_1;death_365_1_.;death_365_2;death_365_2_.;death_365_3;death_365_3_.;death_365_4;death_365_4_.;death_365_5;death_365_5_.;death_365_6;death_365_6_.;number_ttt;number_1_ttt;number_2_ttt;number_3_ttt;number_4_ttt;number_5_ttt;number_6_ttt;A_all_ACE;A_ACE_1;A_ACE_2;A_ACE_3;A_ACE_4;A_ACE_5;A_ACE_6;A_all_ARB;A_ARB_1;A_ARB_2;A_ARB_3;A_ARB_4;A_ARB_5;A_all_ACE_ARB;A_ACE_ARB_1;A_ACE_ARB_2;A_ACE_ARB_3;A_ACE_ARB_4;A_ACE_ARB_5;A_all_B;A_B_1;A_B_2;A_B_3;A_B_4;A_B_5;A_B_6;A_all_diuretic;A_diuretic_1;A_diuretic_2;A_diuretic_3;A_diuretic_4;A_diuretic_5;A_all_digoxin;A_digoxin_1;A_digoxin_2;A_digoxin_3;A_digoxin_4;A_digoxin_5;all_median_age;median_age_1;median_age_2;median_age_3;median_age_4;all_mean_age_years;mean_age_1;mean_age_2;mean_age_3;mean_age_4;mean_age_5;mean_age_6;all_gender_male;all_gender_male_.;gender_male_1;gender_male_1_.;gender_male_2;gender_male_2_.;gender_male_3;gender_male_3_.;gender_male_4;gender_male_4_.;gender_male_5;gender_male_5_.;gender_male_6;gender_male_6_.;HF_all;HF_1;HF_2;HF_3;HF_4;HF_5;HF_6;all_HT;HT_1;HT_2;HT_3;HT_4;HT_5;HT_6;all_DM;DM_1;DM_2;DM_3;DM_4;DM_5;DM_6;all_COPD;COPD_1;COPD_2;COPD_3;COPD_4;COPD_5;COPD_6;all_Afib;Afib_1;Afib_2;Afib_3;Afib_4;Afib_5;Afib_6;all_CAD.IHD;CAD.IHD_1;CAD.IHD_2;CAD.IHD_3;CAD.IHD_4;CAD.IHD_5;CAD.IHD_6;all_median_SBP;median_SBP_1;median_SBP_2;median_SBP_3;median_SBP_4;median_SBP_5;median_SBP_6;all_mean_SBP;mean_SBP_1;mean_SBP_2;mean_SBP_3;mean_SBP_4;mean_SBP_5;mean_SBP_6;all_median_HR;median_HR_1;median_HR_2;median_HR_3;median_HR_4;median_HR_5;median_HR_6;all_mean_HR;mean_HR_1;mean_HR_2;mean_HR_3;mean_HR_4;mean_HR_5;mean_HR_6;all_median_EF;median_EF_1;median_EF_2;median_EF_3;median_EF_4;all_mean_EF;mean_EF_1;mean_EF_2;mean_EF_3;mean_EF_4;mean_EF_5;mean_EF_6;;;;;;
28890872;Cardiac troponin and outcome in decompensated heart failure with preserved ejection fraction;Thawabi;0;0;2010;2013;2017;363;175;188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.57;NA;4.79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.57;NA;12.23;NA;NA;NA;NA;NA;NA;NA;NA;363;175;188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.510000000000005;71.75;73.209999999999994;NA;NA;NA;NA;135;37.19;54;30.9;81;43.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87.33;85.7;88.8;NA;NA;NA;NA;52.34;51.4;53.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30.3;31.4;29.3;NA;NA;NA;NA;34.71;32.6;36.700000000000003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.96;58.97;57.18;NA;NA;NA;NA;;;;;;
28910238;Telemanagement of Heart Failure Patients Across the Post-Acute Care Continuum;Dadosky;0;0;NA;NA;2017;141;49;92;NA;NA;NA;NA;1;NA;NA;NA;17.39;NA;23.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;141;49;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78.599999999999994;80.5;NA;NA;NA;NA;NA;NA;NA;65.3;NA;79.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;40.799999999999997;83.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42.9;38;NA;NA;NA;NA;NA;38.799999999999997;33.700000000000003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;122.5;133.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78.599999999999994;75.900000000000006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28948683;A comprehensive population-based characterization of heart failure with mid-range ejection fraction.;Koh;0;1;2000;2012;2017;35079;19477;7585;8017;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;2;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;NA;14;NA;15;NA;NA;NA;NA;NA;NA;41701;23042;9019;9640;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72;74;77;NA;NA;NA;NA;NA;NA;71;NA;61;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;64;72;NA;NA;NA;NA;27;27;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;58;63;NA;NA;NA;NA;54;53;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28948688;Serially measured circulating microRNAs and adverse clinical outcomes in patients with acute heart failure;van_Boven;0;1;2009;2013;2017;456;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;113;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19.8;NA;NA;NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;36.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42.5;NA;NA;NA;NA;NA;NA;48.1;NA;NA;NA;NA;NA;NA;125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28956134;Prognostic benefit of maintaining the hemoglobin level during the acute phase in patients with severely decompensated acute heart failure;Shirakabe;0;0;2000;2015;2017;1109;451;329;329;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;145;NA;138;NA;178;NA;NA;NA;NA;NA;NA;NA;1109;448;330;331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66.099999999999994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33.200000000000003;NA;NA;NA;NA;NA;NA;72.900000000000006;NA;NA;NA;NA;NA;NA;43.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28982652;Short- and Long-term Prognosis of Patients With Acute Heart Failure With and Without Diabetes: Changes Over the Last Three Decades;van_den_Berge;0;0;1985;2008;2017;1810;384;1426;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1810;384;1426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.5;67.099999999999994;62.3;NA;NA;NA;NA;1153;64;223;58;930;65;NA;NA;NA;NA;NA;NA;NA;NA;49;48;49;NA;NA;NA;NA;33;48;29;NA;NA;NA;NA;NA;100;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;20;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
29124524;High comorbidity, measured by the Charlson Comorbidity Index, associates with higher 1-year mortality risks in elderly patients experiencing a first acute heart failure hospitalization.;Formiga;0;0;2013;2014;2017;897;553;344;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41;7.4;45;13.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;127;23.7;112;32.6;NA;NA;NA;NA;NA;NA;NA;NA;897;553;344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.2;80.2;80.900000000000006;NA;NA;NA;NA;NA;43.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;84.1;89.2;NA;NA;NA;NA;NA;28.6;52.9;NA;NA;NA;NA;NA;14.8;32.799999999999997;NA;NA;NA;NA;NA;39.200000000000003;35.799999999999997;NA;NA;NA;NA;NA;15.9;36.299999999999997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;139.30000000000001;136.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87.09;87.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
29154416;Left ventricular global longitudinal strain in patients with heart failure with preserved ejection fraction: outcomes following an acute heart failure hospitalization;Buggey;0;0;2007;2010;2017;463;111;352;NA;NA;NA;NA;1;NA;NA;6;NA;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;57;NA;NA;NA;NA;NA;NA;NA;20;NA;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;463;111;352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.4;67.6;58.6;NA;NA;NA;81.900000000000006;76.599999999999994;83.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;68;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38.200000000000003;NA;28.8;NA;41.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95.2;94.6;95.5;NA;NA;NA;NA;59.8;60.4;59.7;NA;NA;NA;NA;17.899999999999999;22.5;16.5;NA;NA;NA;NA;52.9;47.7;54.5;NA;NA;NA;NA;66.099999999999994;61.3;67.599999999999994;NA;NA;NA;NA;130;128;131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
29265710;Outcomes following heart failure hospitalization in a regional Australian setting between 2005 and 2014;Al_Omary;0;1;2005;2014;2017;10840;NA;NA;NA;NA;NA;NA;0;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;31;NA;NA;NA;NA;NA;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
29622977;Clinical and laboratory characteristics of short-term mortality in Egyptian patients with acute heart failure;Abdellah;0;0;2012;2012;2017;120;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.3;NA;NA;NA;NA;NA;NA;NA;55.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;43.3;NA;NA;NA;NA;NA;NA;5.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31.4;NA;NA;NA;NA;NA;;;;;;
9605779;Outcomes of acute exacerbation of severe congestive heart failure: quality of life, resource use, and survival. SUPPORT Investigators. The Study to Understand Prognosis and Preferences for Outcomes and Risks of Treatments.;Jaagosild;0;1;1989;1994;1998;1390;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.6999999999999993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1390;NA;NA;NA;NA;NA;NA;63.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.9;NA;NA;NA;NA;NA;NA;89.6;NA;NA;NA;NA;NA;61.2;NA;NA;NA;NA;NA;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32.5;NA;NA;NA;NA;NA;NA;19.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
9826315;Congestive heart failure in the community: a study of all incident cases in Olmsted County, Minnesota, in 1991.;Senni;0;1;1991;1991;1998;216;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;216;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77.3;NA;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;24;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
9930041;Cost effective management programme for heart failure reduces hospitalisation;Cline;1;0;1991;1993;1998;190;80;110;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39;NA;54;NA;NA;NA;NA;NA;NA;NA;30;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;190;80;110;NA;NA;NA;NA;NA;15;27.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.3;9.1;NA;NA;NA;NA;NA;72.5;71.8;NA;NA;NA;NA;25;34.9;NA;NA;NA;NA;NA;NA;NA;NA;75.599999999999994;75.099999999999994;76;NA;NA;NA;NA;NA;53;NA;55;NA;51.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32.5;28.2;NA;NA;NA;NA;NA;16.3;25.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;40.4;NA;NA;NA;NA;NA;56.3;50.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31.6;35.700000000000003;NA;NA;NA;NA;;;;;;
10768897;Survival of patients with a new diagnosis of heart failure: a population based study.;Cowie;0;0;1995;1996;2000;220;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;118;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;44;NA;NA;NA;NA;NA;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
23539659;Importance of the time of initiation of mineralocorticoid receptor antagonists on risk of mortality in patients with heart failure.;Rossi;0;0;2007;2011;2015;689;365;320;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;7.1;43;13.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;365;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;72;NA;NA;NA;NA;NA;NA;201;55;175;54.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39.700000000000003;39;NA;NA;NA;NA;NA;17.8;17.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.899999999999999;18.100000000000001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;36;NA;NA;NA;NA;;;;;;
9674621;Gender differences in 1-year survival and quality of life among patients admitted with congestive heart failure.;Chin;0;0;1993;1994;1998;259;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
9732905;Impact of a nurse practitioner on the cost of managing inpatients with heart failure.;Dahle;0;0;1995;1997;1998;215;99;116;NA;NA;NA;NA;NA;NA;NA;NA;13;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;215;99;116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;55;NA;NA;NA;NA;NA;NA;74;75;88;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
